0.27315,0.27315,0.27315,0.27315,0.26852,0.25694,0.24769,0.24074,0.23843,0.25231,0.28009,0.32407,0.39583,0.48611,0.58796,0.66667,0.72685,0.75694,0.74074,0.68056,0.59491,0.49537,0.40741,0.33565,0.28704,0.25926,0.25,0.26852,0.29398,0.31944,0.31944,0.30324,0.27315,0.24769,0.23148,0.2338,0.2662,0.32639,0.40509,0.48843,0.57407,0.63657,0.67361,0.69213,0.69213,1
0.23611,0.23611,0.23611,0.23611,0.23611,0.2338,0.22685,0.22685,0.25,0.3125,0.38194,0.49306,0.62269,0.71528,0.76389,0.7662,0.69676,0.55787,0.43056,0.35185,0.30556,0.29861,0.2963,0.30556,0.31481,0.30787,0.28704,0.27083,0.26157,0.31481,0.3912,0.48843,0.59722,0.6713,0.71759,0.73148,0.6875,0.58102,0.46759,0.37731,0.30556,0.25926,0.25231,0.2662,0.27778,1
0.38426,0.38657,0.38657,0.38426,0.37963,0.36574,0.3588,0.38889,0.4537,0.52315,0.62037,0.71759,1,0.80556,0.7037,0.59259,0.48611,0.38426,0.2963,0.24306,0.25926,0.34259,0.44676,0.48148,0.44907,0.38657,0.32407,0.25926,0.23611,0.2662,0.32639,0.40046,0.46528,0.53009,0.62269,0.75231,0.84028,0.9838,0.96991,0.81713,0.76389,0.6412,0.54167,0.44213,0.34259,1
0.68056,0.68056,0.68981,0.68287,0.65741,0.65509,0.58102,0.52083,0.49769,0.50926,0.52083,0.54167,0.63889,0.72917,0.80324,0.8125,0.76389,0.65046,0.59259,0.54861,0.5,0.48843,0.46065,0.49306,0.56481,0.61574,0.63426,0.61111,0.55556,0.45833,0.47222,0.49306,0.51852,0.57407,0.59259,0.68519,0.75231,0.7662,0.74306,0.67824,0.61111,0.57639,0.52315,0.48611,0.4838,1
0.63426,0.63426,0.61806,0.50694,0.40509,0.38426,0.36574,0.39352,0.43519,0.4838,0.53472,0.57176,0.61806,0.7338,0.72454,0.58796,0.51852,0.45139,0.41667,0.43287,0.44444,0.45602,0.51852,0.56713,0.61574,0.60648,0.55556,0.46991,0.40972,0.43056,0.4213,0.44676,0.51157,0.55787,0.59954,0.68519,0.71759,0.7037,0.58102,0.52778,0.46991,0.4375,0.44213,0.46296,0.4838,1
0.58565,0.59028,0.58333,0.55787,0.47222,0.43287,0.45139,0.45139,0.47685,0.53704,0.5625,0.67593,0.71759,0.71991,0.6713,0.59028,0.50694,0.46296,0.47222,0.47454,0.46991,0.55324,0.62037,0.64583,0.64352,0.59722,0.49769,0.4537,0.43519,0.44676,0.46296,0.52546,0.63889,0.7338,0.79167,0.78704,0.73611,0.625,0.52778,0.46528,0.45833,0.45602,0.4537,0.48148,0.53935,1
0.31019,0.30556,0.2963,0.28009,0.25463,0.23148,0.22685,0.25,0.31481,0.41667,0.52315,0.62037,0.65278,0.66898,0.67593,0.66435,0.58565,0.47917,0.38194,0.30093,0.24074,0.22222,0.25,0.30787,0.33565,0.33333,0.31713,0.2963,0.25,0.21296,0.20139,0.24769,0.33796,0.44444,0.53935,0.59259,0.61806,0.59259,0.50926,0.40509,0.30324,0.22685,0.18287,0.18287,0.22222,1
0.26157,0.25231,0.26157,0.24306,0.23843,0.25463,0.30093,0.38194,0.48611,0.57639,0.64815,0.68519,0.68981,0.66204,0.59722,0.50926,0.3912,0.28241,0.20833,0.15972,0.14815,0.17593,0.21991,0.21528,0.20139,0.16898,0.15741,0.16204,0.15972,0.18519,0.24306,0.33102,0.42593,0.50926,0.5787,0.61574,0.60185,0.55787,0.4838,0.37963,0.28935,0.24074,0.22222,0.21065,0.21759,1
0.34722,0.34491,0.34491,0.34028,0.31944,0.30324,0.30787,0.34722,0.43056,0.53009,0.61806,0.67824,0.7037,0.70602,0.69444,0.625,0.52546,0.43519,0.36343,0.32407,0.33796,0.37037,0.38889,0.40741,0.40741,0.40741,0.38657,0.37037,0.34028,0.30556,0.28935,0.32639,0.40972,0.51852,0.61574,0.67361,0.67824,0.64583,0.57407,0.47222,0.37731,0.30556,0.26852,0.29398,0.35648,1
0.29167,0.29398,0.29167,0.28241,0.26852,0.25231,0.26852,0.3287,0.40972,0.52083,0.60417,0.65741,0.69907,0.69907,0.69676,0.65509,0.61806,0.52778,0.42361,0.33102,0.27778,0.27778,0.30093,0.3125,0.31944,0.3125,0.31713,0.30324,0.28241,0.25,0.23843,0.2662,0.34259,0.4537,0.5625,0.63194,0.6412,0.64583,0.64583,0.59722,0.50231,0.38657,0.29861,0.24537,0.23148,1
0.78935,0.78935,0.78935,0.78935,0.78935,0.78009,0.7662,0.74537,0.71991,0.69444,0.68056,0.66667,0.66435,0.68056,0.7037,0.69213,0.65741,0.62731,0.625,0.64352,0.64815,0.6713,0.69444,0.74306,0.74306,0.72222,0.7037,0.67824,0.65509,0.6412,0.64352,0.63889,0.63426,0.65741,0.69213,0.74537,0.72222,0.69444,0.65509,0.64352,0.63889,0.63657,0.63194,0.64815,0.64583,1
0.65278,0.65046,0.64815,0.63426,0.60185,0.58333,0.58102,0.59722,0.62269,0.65278,0.67361,0.68056,0.69676,0.68056,0.66898,0.6412,0.6088,0.57176,0.5463,0.52315,0.5,0.4838,0.47917,0.49074,0.53704,0.59954,0.62037,0.61343,0.61111,0.56944,0.52546,0.50694,0.50463,0.52315,0.55324,0.59259,0.63426,0.6713,0.69907,0.6875,0.66435,0.63889,0.61574,0.58102,0.54398,1
0.40741,0.40972,0.40972,0.40972,0.40972,0.40741,0.39583,0.38657,0.37731,0.37731,0.37963,0.38426,0.39583,0.40278,0.40046,0.39352,0.37963,0.37269,0.36806,0.36806,0.37037,0.37963,0.38426,0.3912,0.3912,0.38657,0.37963,0.37269,0.37269,0.375,0.37963,0.38426,0.39583,0.40509,0.40972,0.40509,0.40278,0.40046,0.39583,0.39352,0.3912,0.39352,0.40046,0.40741,0.41435,2
0.41898,0.42361,0.4213,0.4213,0.42361,0.4213,0.41435,0.40046,0.3912,0.38194,0.37731,0.37963,0.3912,0.40509,0.41667,0.42361,0.42824,0.42824,0.42361,0.41898,0.41204,0.40972,0.41204,0.41667,0.4213,0.42824,0.43287,0.43287,0.42824,0.42361,0.41667,0.40972,0.40741,0.40509,0.40972,0.41435,0.42593,0.42593,0.42824,0.43287,0.43519,0.42361,0.41435,0.40741,0.40509,2
0.5625,0.5625,0.5625,0.5625,0.5625,0.56481,0.56481,0.5625,0.56019,0.5463,0.52778,0.51852,0.52083,0.53241,0.53704,0.54861,0.5787,0.59028,0.57639,0.5625,0.55556,0.53935,0.53009,0.52546,0.53009,0.5463,0.57176,0.59259,0.59954,0.59954,0.58796,0.55556,0.52546,0.51157,0.5162,0.52546,0.53935,0.55324,0.57176,0.60185,0.61111,0.59259,0.56481,0.53472,0.50231,2
0.55787,0.55324,0.55324,0.55556,0.55324,0.54861,0.53704,0.5463,0.55787,0.55324,0.53935,0.54167,0.53935,0.54398,0.54398,0.54861,0.56713,0.58102,0.59259,0.57639,0.56944,0.56481,0.5625,0.5625,0.5625,0.5625,0.5625,0.5625,0.56713,0.59259,0.59028,0.5787,0.56019,0.54167,0.53935,0.52778,0.53009,0.53472,0.52778,0.53009,0.54398,0.56019,0.56481,0.56713,0.56019,2
0.625,0.62269,0.625,0.625,0.59722,0.49769,0.49769,0.50231,0.50463,0.52778,0.53241,0.53704,0.53009,0.53472,0.53241,0.53472,0.53935,0.55787,0.5625,0.54861,0.5463,0.54861,0.55324,0.55787,0.55324,0.55324,0.55093,0.55324,0.55093,0.54167,0.53935,0.53704,0.53704,0.5463,0.55093,0.5463,0.54861,0.55556,0.5625,0.5625,0.5625,0.56481,0.56944,0.57639,0.5787,2
0.47685,0.47917,0.47917,0.47917,0.47917,0.49306,0.53241,0.53704,0.53935,0.53472,0.50694,0.49769,0.48611,0.48611,0.48611,0.49306,0.50463,0.50231,0.49769,0.49537,0.49306,0.48843,0.49074,0.48843,0.49306,0.50231,0.50463,0.50694,0.50694,0.51389,0.52083,0.52083,0.51389,0.50926,0.50694,0.49074,0.49769,0.50231,0.50231,0.51157,0.51852,0.51852,0.51157,0.50231,0.50231,2
0.52315,0.52778,0.52546,0.52546,0.52083,0.52315,0.52315,0.52083,0.5162,0.50694,0.50463,0.50926,0.51852,0.52778,0.53935,0.53935,0.54398,0.54861,0.55093,0.55093,0.55324,0.55556,0.56019,0.56481,0.56944,0.56713,0.56481,0.5625,0.5625,0.55556,0.55556,0.54398,0.54398,0.54398,0.5463,0.55556,0.5463,0.54398,0.52778,0.52083,0.52546,0.53704,0.53472,0.54167,0.53704,2
0.3287,0.33333,0.33565,0.33796,0.33796,0.34259,0.34954,0.39583,0.42361,0.44213,0.44676,0.45139,0.4537,0.46065,0.46528,0.46296,0.46065,0.46065,0.45833,0.44907,0.44907,0.4537,0.4537,0.44444,0.43519,0.43981,0.43287,0.43056,0.43056,0.42824,0.43287,0.43056,0.46065,0.45833,0.4537,0.44676,0.44213,0.43287,0.43287,0.43287,0.43287,0.43519,0.43519,0.43056,0.42361,2
0.37269,0.375,0.37037,0.37037,0.41898,0.43519,0.43056,0.42824,0.42824,0.43287,0.43056,0.43287,0.43519,0.43981,0.43981,0.43287,0.42593,0.41898,0.42593,0.43056,0.42824,0.38889,0.39815,0.41204,0.42361,0.4213,0.42593,0.40046,0.43519,0.43287,0.43519,0.43519,0.4375,0.44676,0.4537,0.45602,0.45602,0.45602,0.45602,0.44907,0.44444,0.44444,0.44907,0.4537,0.44676,2
0.53472,0.53472,0.53472,0.53704,0.53704,0.53704,0.54167,0.55093,0.55556,0.56019,0.56944,0.58333,0.59491,0.60417,0.60648,0.61343,0.6088,0.60648,0.60417,0.60417,0.59259,0.58333,0.57407,0.56713,0.5625,0.56019,0.56481,0.58102,0.59722,0.59491,0.59028,0.58333,0.57639,0.57407,0.57639,0.58102,0.58565,0.59259,0.59259,0.59028,0.59028,0.59259,0.58333,0.58796,0.58333,2
0.58796,0.58796,0.58796,0.58796,0.58796,0.58565,0.58796,0.58333,0.58102,0.58333,0.58333,0.58102,0.5787,0.58102,0.57407,0.57176,0.57407,0.5787,0.5787,0.58565,0.59491,0.60417,0.60185,0.60648,0.60648,0.60417,0.59954,0.59259,0.58333,0.57639,0.54861,0.55324,0.56019,0.56713,0.57639,0.58333,0.59722,0.59954,0.60185,0.60648,0.61574,0.62037,0.625,0.62963,0.63657,2
0.65046,0.65046,0.65278,0.65278,0.64583,0.63194,0.61574,0.61574,0.61806,0.62037,0.625,0.62731,0.63194,0.63657,0.63657,0.63889,0.64583,0.6412,0.62731,0.61806,0.61343,0.61343,0.61806,0.62269,0.62037,0.62037,0.62269,0.62037,0.61111,0.59722,0.58565,0.58565,0.59722,0.60648,0.61574,0.62037,0.62963,0.625,0.62963,0.62269,0.62269,0.61574,0.61111,0.61111,0.61111,2
0.60648,0.6088,0.61111,0.61111,0.59491,0.55324,0.50694,0.46759,0.42593,0.38426,0.34954,0.31944,0.29167,0.28472,0.30093,0.34028,0.38889,0.43287,0.47222,0.51157,0.53704,0.56481,0.5787,0.59028,0.60417,0.61574,0.60648,0.58565,0.57407,0.54861,0.50694,0.46991,0.43287,0.39815,0.36574,0.34028,0.31944,0.30324,0.29398,0.31019,0.34028,0.38426,0.42824,0.46759,0.49537,3
0.62963,0.63426,0.63657,0.63657,0.62731,0.59954,0.58565,0.57407,0.54861,0.50463,0.46065,0.42361,0.38657,0.34259,0.2963,0.25,0.21528,0.19676,0.20602,0.25,0.31019,0.37963,0.44444,0.49306,0.53241,0.5625,0.57407,0.57407,0.5625,0.53472,0.49074,0.44213,0.39583,0.35648,0.31713,0.27546,0.23148,0.2037,0.2037,0.23148,0.28241,0.33796,0.40046,0.46296,0.5162,3
0.56481,0.56481,0.56481,0.56713,0.56481,0.56944,0.5787,0.60185,0.58333,0.4838,0.34954,0.21296,0.092593,0.018519,0.018519,0.0625,0.12269,0.21296,0.32176,0.43981,0.55093,0.6412,0.67361,0.68981,0.68056,0.64352,0.53472,0.42361,0.32639,0.22454,0.12269,0.041667,0,0,0.030093,0.085648,0.16667,0.26389,0.3588,0.45139,0.5463,0.61111,0.66667,0.69907,0.68981,3
0.72685,0.72917,0.72917,0.71065,0.66898,0.62037,0.55556,0.50926,0.42824,0.35417,0.27778,0.21296,0.18981,0.22454,0.29167,0.35648,0.41898,0.48148,0.53241,0.56019,0.58796,0.62269,0.65509,0.67824,0.68287,0.65972,0.63426,0.62731,0.55093,0.4838,0.41898,0.34722,0.28704,0.24074,0.19907,0.19213,0.21528,0.27546,0.33102,0.38426,0.44444,0.50231,0.5625,0.60417,0.61343,3
