0.67892,0.68085,0.68085,0.68085,0.67892,0.66344,0.6383,0.59961,0.54159,0.47195,0.39652,0.33075,0.27079,0.2147,0.18182,0.16248,0.14894,0.14507,0.14894,0.16054,0.18375,0.23404,0.29014,0.3617,0.43907,0.51644,0.59381,0.66151,0.706,0.73694,0.74275,0.72921,0.69826,0.64603,0.57447,0.4913,0.41586,0.34623,0.28627,0.23404,0.19536,0.17795,0.17215,0.17021,0.17215,1
0.72147,0.7234,0.7234,0.7234,0.7234,0.71567,0.67505,0.59188,0.4971,0.42747,0.36944,0.30948,0.27853,0.26306,0.26112,0.25919,0.27466,0.30754,0.37718,0.46035,0.55899,0.65377,0.73114,0.79304,0.82012,0.80851,0.75629,0.66538,0.54932,0.45841,0.39458,0.33849,0.30754,0.2882,0.28046,0.28046,0.2882,0.31141,0.3675,0.44101,0.52031,0.59768,0.67118,0.73501,0.78143,1
0.67118,0.67118,0.67311,0.67311,0.67311,0.65957,0.61702,0.55706,0.49323,0.46615,0.46228,0.47389,0.54545,0.47969,0.44874,0.45068,0.46809,0.51064,0.56673,0.64603,0.74662,0.83559,0.87621,0.87234,0.86267,0.84913,0.82785,0.7795,0.69826,0.60348,0.52805,0.47776,0.44874,0.43907,0.4294,0.44487,0.45648,0.51257,0.5087,0.47195,0.46422,0.44101,0.45068,0.47776,0.53191,1
0.71567,0.71373,0.70986,0.7118,0.71567,0.71373,0.69439,0.6499,0.60348,0.53965,0.45648,0.36557,0.32302,0.25532,0.21857,0.21083,0.22437,0.24758,0.30948,0.34816,0.44294,0.54932,0.62476,0.68859,0.73501,0.76983,0.78723,0.77756,0.73888,0.67311,0.59574,0.51064,0.40426,0.33849,0.29594,0.26306,0.23598,0.22437,0.23017,0.24758,0.30174,0.35397,0.41006,0.4913,0.55899,1
0.77756,0.77563,0.77369,0.75822,0.71373,0.65184,0.56286,0.46228,0.38878,0.34623,0.32882,0.31141,0.29207,0.29594,0.29014,0.29981,0.34236,0.42166,0.51451,0.58994,0.64797,0.69246,0.74662,0.80464,0.84139,0.84526,0.81625,0.75242,0.66731,0.58027,0.49323,0.40619,0.33849,0.29594,0.23017,0.17795,0.16248,0.17408,0.23598,0.32108,0.38298,0.46422,0.55899,0.6325,0.68085,1
0.74468,0.74468,0.74662,0.73501,0.7118,0.65764,0.59188,0.5029,0.41199,0.36557,0.31528,0.27466,0.24952,0.25145,0.26112,0.30561,0.3559,0.45455,0.53191,0.60542,0.65764,0.70793,0.73888,0.74855,0.74662,0.73308,0.69439,0.62863,0.52998,0.41973,0.32108,0.24371,0.2089,0.17988,0.16634,0.16828,0.18762,0.21857,0.27273,0.36557,0.47002,0.56286,0.62282,0.66538,0.71567,1
0.29014,0.29594,0.30174,0.32108,0.3617,0.4294,0.52998,0.64797,0.74855,0.82592,0.87427,0.88395,0.88201,0.86654,0.85687,0.84139,0.80464,0.74275,0.67505,0.58994,0.4971,0.40039,0.294,0.2147,0.18375,0.18182,0.18956,0.2205,0.29594,0.40426,0.53578,0.67505,0.78143,0.84333,0.8646,0.8588,0.853,0.82592,0.78917,0.73694,0.67118,0.59574,0.49903,0.40039,0.31335,1
0.2089,0.2147,0.22244,0.26112,0.33656,0.43714,0.53191,0.59961,0.64023,0.65571,0.65957,0.65957,0.65377,0.64217,0.61896,0.5764,0.52031,0.44487,0.36557,0.2766,0.19149,0.13153,0.088975,0.083172,0.10058,0.12959,0.17602,0.2205,0.31528,0.42553,0.52998,0.61122,0.66151,0.68472,0.68859,0.67118,0.64603,0.62669,0.59768,0.54159,0.46422,0.35783,0.25145,0.18375,0.14507,1
0.21857,0.21857,0.22244,0.23211,0.27273,0.33656,0.42166,0.5029,0.56093,0.61122,0.65377,0.68472,0.69052,0.68085,0.66538,0.64023,0.59768,0.52998,0.45068,0.3675,0.27853,0.18569,0.1412,0.13346,0.12959,0.13346,0.13733,0.16054,0.22244,0.30948,0.40812,0.5087,0.58994,0.64603,0.69052,0.70406,0.69246,0.67698,0.6499,0.61702,0.55513,0.47582,0.38104,0.294,0.22824,1
0.25145,0.25532,0.25532,0.25919,0.30948,0.38685,0.48356,0.58221,0.66151,0.706,0.73501,0.75629,0.74468,0.73308,0.72534,0.72534,0.70793,0.67505,0.61702,0.53191,0.42166,0.30561,0.20696,0.16441,0.15474,0.1528,0.15474,0.17408,0.21857,0.30368,0.42166,0.55126,0.66731,0.74855,0.78917,0.80077,0.7911,0.77756,0.76596,0.74275,0.70793,0.64603,0.5648,0.47582,0.37911,1
